entry_date,entry_idx,entry,exit_date,exit_idx,exit,ret,lev_ret,reason
2025-04-05 15:45:00,149273,82410.4788,2025-04-05 16:15:00,149275,82734.73005528194,0.003934587688403758,0.19672938442018792,TP
2025-04-06 23:15:00,149399,77766.92027399999,2025-04-07 01:00:00,149406,78343.525572,0.007414531731080875,0.3707265865540437,TP
2025-04-07 21:00:00,149486,78971.051052,2025-04-07 22:30:00,149492,79823.47150199999,0.01079408768966109,0.5397043844830545,TP
2025-04-08 12:45:00,149549,79697.93639999999,2025-04-08 13:00:00,149550,79853.95759800001,0.001957656685324374,0.0978828342662187,TP
2025-04-09 04:30:00,149612,75735.624096,2025-04-09 04:45:00,149613,76580.51303999999,0.011155766577285182,0.5577883288642591,TP
2025-04-09 17:45:00,149665,80971.501062,2025-04-09 18:00:00,149666,82218.600432,0.015401707435868146,0.7700853717934073,TP
2025-04-10 07:45:00,149721,81589.51464,2025-04-10 09:30:00,149728,81795.075744,0.002519454919017614,0.1259727459508807,TP
2025-04-11 05:30:00,149808,80820.1608,2025-04-11 06:45:00,149813,81187.18419,0.004541235582396937,0.22706177911984687,TP
2025-04-11 17:15:00,149855,82978.582398,2025-04-11 17:30:00,149856,83002.5972,0.00028940964410334354,0.014470482205167176,TP
2025-04-13 09:15:00,150015,84599.236464,2025-04-13 09:30:00,150016,84783.40329,0.0021769324842354832,0.10884662421177416,TP
2025-04-13 15:30:00,150040,83822.751198,2025-04-13 16:15:00,150043,84099.096456,0.0032967810534784113,0.16483905267392057,TP
2025-04-15 06:30:00,150196,85557.718122,2025-04-15 08:15:00,150203,85881.032772,0.0037789068841103685,0.18894534420551842,TP
2025-04-18 20:15:00,150539,84531.882996,2025-04-18 21:30:00,150544,84535.20366,3.928297681664176e-05,0.001964148840832088,TP
2025-04-23 04:30:00,150956,93086.78363399999,2025-04-23 04:45:00,150957,93183.212916,0.0010359073354511202,0.05179536677255601,TP
2025-04-23 07:30:00,150968,93565.099278,2025-04-23 07:45:00,150969,93722.050662,0.0016774565004592905,0.08387282502296452,TP
2025-04-27 05:30:00,151344,93812.868822,2025-04-27 08:00:00,151354,94084.80319800001,0.0028986894806081608,0.14493447403040804,TP
2025-04-28 10:45:00,151461,95206.717536,2025-04-28 12:45:00,151469,95537.773734,0.003477235709495238,0.17386178547476192,TP
2025-04-29 09:15:00,151551,94921.4805,2025-04-29 11:00:00,151558,94836.28346400001,-0.0008975527515081031,-0.04487763757540515,TP
2025-05-07 06:00:00,152306,96400.23619200001,2025-05-07 07:15:00,152311,96693.944922,0.0030467635931410507,0.15233817965705254,TP
2025-05-11 15:00:00,152726,104180.832,2025-05-11 15:15:00,152727,104518.589538,0.003242031490015412,0.16210157450077062,TP
2025-05-12 05:45:00,152785,103985.813004,2025-05-12 06:30:00,152788,104222.280288,0.002274034093390243,0.11370170466951214,TP
2025-05-12 19:00:00,152838,101650.916118,2025-05-12 20:30:00,152844,102270.439998,0.006094621707893342,0.3047310853946671,TP
2025-05-13 09:15:00,152895,103004.71682399999,2025-05-13 09:30:00,152896,103279.091688,0.002663711647970699,0.13318558239853495,TP
2025-05-15 12:00:00,153098,102392.09432399999,2025-05-15 12:30:00,153100,102557.017302,0.0016107003093240328,0.08053501546620163,TP
2025-05-16 09:00:00,153182,103409.27772,2025-05-16 09:15:00,153183,103642.43434200001,0.00225469732639778,0.112734866319889,TP
2025-05-16 14:45:00,153205,103365.308928,2025-05-16 15:00:00,153206,103599.425742,0.002264945719487805,0.11324728597439024,TP
2025-05-18 07:15:00,153367,103549.895838,2025-05-18 07:45:00,153369,103642.304316,0.0008924053206636463,0.04462026603318232,TP
2025-05-19 15:15:00,153495,104595.904998,2025-05-19 16:45:00,153501,104973.79056,0.003612814115497366,0.1806407057748683,TP
2025-05-21 17:45:00,153697,106538.36341199999,2025-05-21 19:30:00,153704,107245.4448,0.0066368711265595015,0.3318435563279751,TP
2025-05-24 10:15:00,153955,108180.041682,2025-05-24 10:30:00,153956,108415.6788,0.0021781940026670025,0.10890970013335012,TP
2025-05-27 06:00:00,154226,108945.144672,2025-05-27 07:30:00,154232,109195.04464200001,0.002293814660142812,0.1146907330071406,TP
2025-05-29 17:45:00,154465,106177.66128599999,2025-05-29 19:00:00,154470,105815.972572,-0.0034064483020184895,-0.17032241510092447,SL
2025-05-31 19:15:00,154663,104664.93880199999,2025-05-31 23:00:00,154678,104604.864842,-0.0005739645070030494,-0.02869822535015247,SL
2025-06-08 01:30:00,155360,105556.86715199999,2025-06-08 01:45:00,155361,105676.211016,0.0011306120314101067,0.05653060157050534,TP
2025-06-17 21:15:00,156303,104430.061836,2025-06-18 01:00:00,156318,104863.74855599999,0.004152891536931886,0.2076445768465943,TP
2025-06-22 08:15:00,156731,102440.303964,2025-06-22 09:45:00,156737,102400.795744,-0.00038567066351040397,-0.019283533175520198,SL
2025-06-22 16:45:00,156765,99113.16867,2025-06-22 17:00:00,156766,99687.10343399999,0.005790701394190332,0.2895350697095166,TP
2025-06-23 21:30:00,156880,103731.11207399999,2025-06-23 22:00:00,156882,103726.261104,-4.6764850997879554e-05,-0.0023382425498939775,TP
2025-06-24 21:45:00,156977,105943.33442999999,2025-06-25 00:00:00,156986,106104.2166,0.0015185681181887991,0.07592840590943996,TP
2025-06-26 18:30:00,157156,107306.136936,2025-06-26 20:30:00,157164,107624.060508,0.002962771571859092,0.1481385785929546,TP
2025-06-29 04:30:00,157388,107258.977506,2025-06-29 05:30:00,157392,107209.35262848575,-0.0004626640927233237,-0.023133204636166187,SL
2025-07-05 21:15:00,158031,108083.142306,2025-07-05 23:00:00,158038,108203.78087566399,0.0011161645293624556,0.05580822646812278,TP
2025-07-08 16:00:00,158298,108290.00367,2025-07-08 17:00:00,158302,108461.05787399999,0.0015795936670318284,0.07897968335159142,TP
2025-07-11 00:45:00,158525,115467.93897,2025-07-11 02:15:00,158531,115999.64529,0.004604796142920169,0.23023980714600845,TP
2025-07-13 01:15:00,158719,117362.507808,2025-07-13 01:45:00,158721,117560.477394,0.00168682136823351,0.08434106841167549,TP
2025-07-15 21:15:00,158991,116978.731068,2025-07-15 22:30:00,158996,117551.225544,0.004894004839796175,0.24470024198980875,TP
2025-07-16 05:45:00,159025,117987.19272,2025-07-16 08:30:00,159036,118254.51617399999,0.002265698910511234,0.1132849455255617,TP
2025-07-18 00:00:00,159194,119201.39551199999,2025-07-18 01:00:00,159198,119763.007812,0.004711457425374441,0.23557287126872206,TP
2025-07-18 03:15:00,159207,120131.32146,2025-07-18 04:00:00,159210,120199.035384,0.0005636658548082539,0.028183292740412695,SL
2025-07-19 05:15:00,159311,118103.616,2025-07-19 08:30:00,159324,118076.18004,-0.00023230414892621047,-0.011615207446310524,SL
2025-07-20 06:45:00,159413,117868.839054,2025-07-20 07:15:00,159415,117874.340154,4.667136831209763e-05,0.0023335684156048815,TP
2025-07-21 04:00:00,159498,118427.690802,2025-07-21 06:30:00,159508,118874.57016,0.0037734363895277332,0.18867181947638667,TP
2025-07-29 11:15:00,160295,118432.871838,2025-07-29 12:15:00,160299,118510.27731599999,0.0006535810269455101,0.03267905134727551,TP
2025-08-01 20:15:00,160619,113327.300928,2025-08-01 21:00:00,160622,113973.89022,0.005705503322723625,0.28527516613618126,TP
2025-08-05 15:30:00,160984,112999.325346,2025-08-05 17:45:00,160993,113362.66799999999,0.0032154409142483836,0.16077204571241918,TP
2025-08-07 07:00:00,161142,114672.94000199999,2025-08-07 07:15:00,161143,114813.38808599999,0.0012247709354757431,0.06123854677378716,TP
2025-08-08 07:15:00,161239,116699.525238,2025-08-08 07:15:00,161239,116699.525238,0.0,0.0,TP
2025-08-09 23:45:00,161401,116484.54225,2025-08-10 00:45:00,161405,116649.94532399999,0.0014199572819284278,0.07099786409642139,TP
2025-08-13 06:15:00,161715,119263.848,2025-08-13 08:00:00,161722,119604.31607999999,0.002854746729285403,0.14273733646427014,TP
2025-08-13 17:00:00,161758,121446.054354,2025-08-13 19:15:00,161767,121958.3868,0.004218600997168677,0.21093004985843383,TP
2025-08-19 07:30:00,162296,114721.53972,2025-08-19 08:45:00,162301,115037.31286199999,0.002752518339369364,0.1376259169684682,TP
2025-08-23 17:30:00,162720,115008.907182,2025-08-23 20:45:00,162733,115174.500294,0.0014398285842152512,0.07199142921076256,TP
2025-08-24 03:00:00,162758,115028.15103,2025-08-24 06:45:00,162773,114990.887222,-0.00032395381188271186,-0.016197690594135592,SL
2025-08-26 19:45:00,163017,110856.346836,2025-08-26 21:30:00,163024,111300.445638,0.004006074660362063,0.20030373301810314,TP
2025-08-29 09:45:00,163265,109844.534514,2025-08-29 12:00:00,163274,110120.829762,0.002515329954489272,0.1257664977244636,TP
2025-09-01 06:00:00,163538,107887.703226,2025-09-01 07:15:00,163543,108022.6002,0.0012503461466542181,0.06251730733271091,TP
2025-09-02 00:30:00,163612,109051.966032,2025-09-02 01:30:00,163616,109229.8416,0.0016311083098475058,0.08155541549237529,TP
2025-09-02 05:15:00,163631,110202.036,2025-09-02 08:45:00,163645,110532.55209,0.0029991831548375806,0.14995915774187904,TP
2025-09-02 13:45:00,163665,110491.713924,2025-09-02 13:45:00,163665,110491.713924,0.0,0.0,TP
2025-09-05 10:00:00,163938,112326.33077399999,2025-09-05 12:15:00,163947,112384.992504,0.0005222438015716385,0.026112190078581926,TP
2025-09-06 00:15:00,163995,110714.298432,2025-09-06 02:45:00,164005,110921.93995199999,0.0018754715781134827,0.09377357890567414,TP
2025-09-07 07:15:00,164119,110533.092198,2025-09-07 07:15:00,164119,110533.092198,0.0,0.0,TP
2025-09-07 14:15:00,164147,111180.2316,2025-09-07 15:30:00,164152,111334.092366,0.0013838860001079362,0.06919430000539681,TP
2025-09-08 10:15:00,164227,111970.28958,2025-09-08 13:00:00,164238,112056.9069,0.0007735741358257264,0.03867870679128632,TP
2025-09-09 04:00:00,164298,111730.351602,2025-09-09 04:15:00,164299,111773.22017399999,0.0003836788427257108,0.01918394213628554,TP
2025-09-10 02:30:00,164388,111378.911328,2025-09-10 05:45:00,164401,111675.310596,0.0026611794321379826,0.13305897160689914,TP
2025-09-11 05:30:00,164496,114140.293494,2025-09-11 06:30:00,164500,114288.843198,0.0013014659368105915,0.06507329684052958,TP
2025-09-12 00:30:00,164572,115806.346638,2025-09-12 00:45:00,164573,116037.192798,0.00199338090443009,0.09966904522150451,TP
2025-09-13 09:15:00,164703,115927.250814,2025-09-13 10:00:00,164706,116055.62680038305,0.0011073840316374154,0.055369201581870774,TP
2025-09-18 17:30:00,165216,117564.70823999999,2025-09-18 18:15:00,165219,117845.55439800001,0.002388864500277476,0.11944322501387379,TP
2025-09-20 10:00:00,165378,115695.93456,2025-09-20 11:00:00,165382,115770.689508,0.0006461328851726733,0.032306644258633666,TP
2025-09-24 07:00:00,165750,112619.21934,2025-09-24 08:15:00,165755,112490.877324,-0.0011396102437233877,-0.05698051218616938,SL
2025-10-01 06:30:00,166420,114411.347694,2025-10-01 08:15:00,166427,114600.76557,0.0016555864415356443,0.08277932207678222,TP
2025-10-02 17:00:00,166558,119755.34628,2025-10-02 17:15:00,166559,119777.0398,0.00018114865577090056,0.009057432788545029,SL
2025-10-11 07:45:00,167385,110655.016578,2025-10-11 09:00:00,167390,111350.645676,0.006286466890632658,0.3143233445316329,TP
